X,Y,Red,NIR,Class
230,240,408.0,1335.0,1
235,240,890.0,2421.0,1
240,240,1182.0,3266.0,1
245,240,307.0,715.0,1
250,240,214.0,383.0,0
255,240,185.0,237.0,0
260,240,175.0,284.0,0
265,240,605.0,2122.0,1
270,240,256.0,748.0,1
275,240,276.0,541.0,1
280,240,335.0,903.0,1
285,240,1014.0,1741.0,0
290,240,492.0,1235.0,1
295,240,348.0,1105.0,1
300,240,482.0,1096.0,1
10,245,354.0,744.0,1
15,245,486.0,907.0,0
20,245,597.0,1336.0,1
25,245,423.0,1336.0,1
30,245,799.0,1897.0,1
35,245,1451.0,2644.0,0
40,245,1103.0,2386.0,1
45,245,1187.0,2403.0,1
50,245,714.0,2036.0,1
55,245,624.0,1595.0,1
60,245,862.0,2262.0,1
65,245,279.0,564.0,1
70,245,205.0,292.0,0
75,245,377.0,1052.0,1
80,245,186.0,314.0,0
85,245,178.0,185.0,0
90,245,404.0,848.0,1
95,245,325.0,881.0,1
100,245,343.0,907.0,1
105,245,244.0,330.0,0
110,245,1010.0,1903.0,0
115,245,1302.0,2291.0,0
120,245,1633.0,2051.0,0
125,245,1505.0,1468.0,0
130,245,275.0,343.0,0
135,245,310.0,396.0,0
140,245,230.0,315.0,0
145,245,206.0,282.0,0
150,245,194.0,218.0,0
155,245,164.0,169.0,0
160,245,264.0,410.0,0
165,245,1006.0,3326.0,1
170,245,663.0,2175.0,1
175,245,341.0,745.0,1
180,245,288.0,567.0,1
185,245,493.0,1073.0,1
190,245,433.0,1338.0,1
195,245,328.0,922.0,1
200,245,383.0,1108.0,1
205,245,654.0,2085.0,1
210,245,390.0,1689.0,1
215,245,702.0,3249.0,1
220,245,665.0,2659.0,1
225,245,1071.0,4686.0,1
230,245,1321.0,4150.0,1
235,245,909.0,4282.0,1
240,245,1429.0,3065.0,1
245,245,921.0,2543.0,1
250,245,1361.0,2780.0,1
255,245,348.0,920.0,1
260,245,305.0,508.0,0
265,245,240.0,296.0,0
270,245,610.0,1346.0,1
275,245,506.0,1650.0,1
280,245,762.0,1251.0,0
285,245,314.0,507.0,0
290,245,323.0,688.0,1
295,245,452.0,1132.0,1
300,245,326.0,902.0,1
10,250,392.0,1089.0,1
15,250,193.0,226.0,0
20,250,681.0,2286.0,1
25,250,738.0,2694.0,1
30,250,221.0,387.0,0
35,250,877.0,2170.0,1
40,250,863.0,2800.0,1
45,250,849.0,2556.0,1
50,250,603.0,2118.0,1
55,250,398.0,1193.0,1
60,250,250.0,452.0,0
65,250,871.0,2570.0,1
70,250,1244.0,2747.0,1
75,250,822.0,2458.0,1
80,250,473.0,1479.0,1
85,250,1035.0,2785.0,1
90,250,519.0,1701.0,1
95,250,794.0,1939.0,1
100,250,730.0,1589.0,1
105,250,980.0,2474.0,1
110,250,1484.0,1998.0,0
115,250,1020.0,1203.0,0
120,250,1848.0,1778.0,0
125,250,2794.0,2892.0,0
130,250,1361.0,2505.0,0
135,250,744.0,1895.0,1
140,250,776.0,1552.0,1
145,250,314.0,508.0,0
150,250,462.0,1124.0,1
155,250,1240.0,2859.0,1
160,250,1310.0,3049.0,1
165,250,449.0,750.0,0
170,250,282.0,562.0,1
175,250,669.0,2256.0,1
180,250,249.0,515.0,1
185,250,370.0,894.0,1
190,250,307.0,993.0,1
195,250,575.0,1788.0,1
200,250,343.0,924.0,1
205,250,847.0,3348.0,1
210,250,841.0,812.0,0
215,250,851.0,3105.0,1
220,250,605.0,2318.0,1
225,250,796.0,3580.0,1
230,250,698.0,2794.0,1
235,250,528.0,1959.0,1
240,250,1022.0,4151.0,1
245,250,898.0,2015.0,1
250,250,1023.0,3435.0,1
255,250,850.0,2401.0,1
260,250,619.0,1450.0,1
265,250,302.0,679.0,1
270,250,581.0,1176.0,1
275,250,982.0,1748.0,0
280,250,554.0,1336.0,1
285,250,496.0,974.0,1
290,250,516.0,1191.0,1
295,250,388.0,991.0,1
300,250,398.0,1004.0,1
10,255,774.0,2448.0,1
15,255,695.0,2258.0,1
20,255,808.0,2311.0,1
25,255,877.0,2971.0,1
30,255,1018.0,2897.0,1
35,255,965.0,2633.0,1
40,255,652.0,1218.0,0
45,255,205.0,287.0,0
50,255,341.0,748.0,1
55,255,907.0,2264.0,1
60,255,1026.0,3129.0,1
65,255,1062.0,3177.0,1
70,255,1531.0,3132.0,1
75,255,1290.0,2409.0,0
80,255,225.0,369.0,0
85,255,1202.0,2961.0,1
90,255,1048.0,2244.0,1
95,255,1135.0,2489.0,1
100,255,442.0,890.0,1
105,255,834.0,1751.0,1
110,255,1184.0,2226.0,0
115,255,1426.0,1942.0,0
120,255,1469.0,2577.0,0
125,255,1126.0,2627.0,1
130,255,780.0,1976.0,1
135,255,1627.0,1981.0,0
140,255,844.0,2039.0,1
145,255,843.0,2344.0,1
150,255,674.0,2080.0,1
155,255,1209.0,2730.0,1
160,255,289.0,602.0,1
165,255,237.0,354.0,0
170,255,1028.0,2735.0,1
175,255,536.0,1358.0,1
180,255,307.0,532.0,0
185,255,656.0,2171.0,1
190,255,612.0,2250.0,1
195,255,500.0,2062.0,1
200,255,505.0,1978.0,1
205,255,898.0,4456.0,1
210,255,876.0,1215.0,0
215,255,1055.0,3066.0,1
220,255,774.0,3560.0,1
225,255,227.0,630.0,1
230,255,656.0,3052.0,1
235,255,675.0,3254.0,1
240,255,189.0,221.0,0
245,255,191.0,241.0,0
250,255,902.0,2584.0,1
255,255,864.0,2243.0,1
260,255,984.0,2600.0,1
265,255,534.0,1272.0,1
270,255,841.0,3238.0,1
275,255,952.0,1467.0,0
280,255,904.0,1703.0,0
285,255,1223.0,2167.0,0
290,255,809.0,1887.0,1
295,255,435.0,931.0,1
300,255,290.0,350.0,0
10,260,689.0,2484.0,1
15,260,812.0,3081.0,1
20,260,867.0,3673.0,1
25,260,784.0,3279.0,1
30,260,578.0,1510.0,1
35,260,319.0,613.0,1
40,260,461.0,1122.0,1
45,260,1029.0,2888.0,1
50,260,739.0,2109.0,1
55,260,923.0,3034.0,1
60,260,1085.0,3771.0,1
65,260,866.0,2399.0,1
70,260,890.0,3365.0,1
75,260,376.0,1174.0,1
80,260,775.0,2629.0,1
85,260,992.0,2905.0,1
90,260,1105.0,3717.0,1
95,260,1092.0,2728.0,1
100,260,935.0,2566.0,1
105,260,1021.0,2796.0,1
110,260,845.0,3021.0,1
115,260,1908.0,2923.0,0
120,260,1177.0,2407.0,1
125,260,788.0,2347.0,1
130,260,853.0,2586.0,1
135,260,509.0,1842.0,1
140,260,732.0,2226.0,1
145,260,624.0,1615.0,1
150,260,892.0,2659.0,1
155,260,1135.0,2138.0,0
160,260,294.0,599.0,1
165,260,309.0,482.0,0
170,260,292.0,519.0,0
175,260,388.0,681.0,0
180,260,441.0,1065.0,1
185,260,855.0,2932.0,1
190,260,342.0,871.0,1
195,260,557.0,1643.0,1
200,260,499.0,1795.0,1
205,260,317.0,1082.0,1
210,260,314.0,1138.0,1
215,260,453.0,1190.0,1
220,260,390.0,1479.0,1
225,260,369.0,931.0,1
230,260,303.0,770.0,1
235,260,189.0,303.0,0
240,260,168.0,299.0,0
245,260,168.0,216.0,0
250,260,189.0,284.0,0
255,260,180.0,386.0,1
260,260,162.0,210.0,0
265,260,168.0,194.0,0
270,260,290.0,640.0,1
275,260,906.0,1917.0,1
280,260,1096.0,2622.0,1
285,260,844.0,2231.0,1
290,260,802.0,1795.0,1
295,260,1035.0,1482.0,0
300,260,824.0,1223.0,0
10,265,729.0,2974.0,1
15,265,665.0,2661.0,1
20,265,422.0,1577.0,1
25,265,416.0,946.0,1
30,265,327.0,563.0,0
35,265,1235.0,3532.0,1
40,265,1333.0,2886.0,1
45,265,1154.0,3427.0,1
50,265,853.0,2207.0,1
55,265,682.0,2004.0,1
60,265,789.0,2575.0,1
65,265,703.0,2778.0,1
70,265,738.0,3178.0,1
75,265,799.0,2947.0,1
80,265,386.0,1307.0,1
85,265,754.0,2053.0,1
90,265,592.0,2018.0,1
95,265,739.0,2116.0,1
100,265,1684.0,3948.0,1
105,265,1230.0,4087.0,1
110,265,398.0,834.0,1
115,265,444.0,1329.0,1
120,265,663.0,2265.0,1
125,265,583.0,1969.0,1
130,265,812.0,2872.0,1
135,265,669.0,1857.0,1
140,265,387.0,1301.0,1
145,265,493.0,1545.0,1
150,265,592.0,1563.0,1
155,265,575.0,1945.0,1
160,265,335.0,781.0,1
165,265,356.0,630.0,0
170,265,603.0,1404.0,1
175,265,433.0,898.0,1
180,265,662.0,1574.0,1
185,265,623.0,1658.0,1
190,265,485.0,1474.0,1
195,265,697.0,2579.0,1
200,265,596.0,2510.0,1
205,265,737.0,3518.0,1
210,265,910.0,4234.0,1
215,265,1360.0,1745.0,0
220,265,674.0,2913.0,1
225,265,528.0,1803.0,1
230,265,190.0,355.0,0
235,265,359.0,1058.0,1
240,265,200.0,427.0,1
245,265,249.0,677.0,1
250,265,221.0,461.0,1
255,265,1162.0,3018.0,1
260,265,1050.0,2993.0,1
265,265,762.0,2012.0,1
270,265,566.0,1763.0,1
275,265,833.0,2274.0,1
280,265,446.0,1046.0,1
285,265,725.0,2279.0,1
290,265,608.0,1756.0,1
295,265,1059.0,1926.0,0
300,265,874.0,1505.0,0
10,270,714.0,3167.0,1
15,270,696.0,2580.0,1
20,270,636.0,2080.0,1
25,270,568.0,1525.0,1
30,270,638.0,1499.0,1
35,270,1081.0,4002.0,1
40,270,827.0,2962.0,1
45,270,456.0,1399.0,1
50,270,873.0,2508.0,1
55,270,1079.0,3606.0,1
60,270,924.0,3449.0,1
65,270,643.0,2463.0,1
70,270,304.0,959.0,1
75,270,618.0,2851.0,1
80,270,821.0,1854.0,1
85,270,530.0,2287.0,1
90,270,621.0,2371.0,1
95,270,739.0,2704.0,1
100,270,364.0,906.0,1
105,270,582.0,1437.0,1
110,270,951.0,2698.0,1
115,270,973.0,2459.0,1
120,270,673.0,2115.0,1
125,270,517.0,1914.0,1
130,270,857.0,1824.0,1
135,270,512.0,1696.0,1
140,270,649.0,2313.0,1
145,270,621.0,1569.0,1
150,270,488.0,1365.0,1
155,270,682.0,2451.0,1
160,270,442.0,1252.0,1
165,270,803.0,2170.0,1
170,270,1108.0,3087.0,1
175,270,640.0,1532.0,1
180,270,544.0,1395.0,1
185,270,484.0,1345.0,1
190,270,1162.0,3511.0,1
195,270,1443.0,3876.0,1
200,270,1158.0,3996.0,1
205,270,632.0,2829.0,1
210,270,770.0,3081.0,1
215,270,312.0,348.0,0
220,270,457.0,1880.0,1
225,270,508.0,2464.0,1
230,270,482.0,1612.0,1
235,270,496.0,1427.0,1
240,270,788.0,2187.0,1
245,270,704.0,1828.0,1
250,270,1102.0,3108.0,1
255,270,902.0,3590.0,1
260,270,889.0,3183.0,1
265,270,1128.0,3273.0,1
270,270,898.0,3081.0,1
275,270,518.0,1794.0,1
280,270,840.0,3251.0,1
285,270,1140.0,2916.0,1
290,270,384.0,1264.0,1
295,270,684.0,1326.0,1
300,270,763.0,1269.0,0
10,275,234.0,609.0,1
15,275,360.0,1091.0,1
20,275,256.0,471.0,0
25,275,309.0,555.0,0
30,275,994.0,3462.0,1
35,275,1112.0,3913.0,1
40,275,764.0,3014.0,1
45,275,750.0,3325.0,1
50,275,719.0,2790.0,1
55,275,630.0,2289.0,1
60,275,529.0,1582.0,1
65,275,524.0,1441.0,1
70,275,469.0,1726.0,1
75,275,645.0,2945.0,1
80,275,778.0,4064.0,1
85,275,810.0,3470.0,1
90,275,712.0,2675.0,1
95,275,786.0,3057.0,1
100,275,653.0,2591.0,1
105,275,710.0,2621.0,1
110,275,841.0,2900.0,1
115,275,739.0,1886.0,1
120,275,847.0,2865.0,1
125,275,946.0,2992.0,1
130,275,759.0,2619.0,1
135,275,478.0,1530.0,1
140,275,1002.0,3190.0,1
145,275,616.0,2035.0,1
150,275,481.0,1643.0,1
155,275,668.0,2113.0,1
160,275,617.0,2150.0,1
165,275,674.0,2441.0,1
170,275,873.0,2528.0,1
175,275,1223.0,3194.0,1
180,275,880.0,2549.0,1
185,275,804.0,2329.0,1
190,275,664.0,2421.0,1
195,275,753.0,2680.0,1
200,275,926.0,4631.0,1
205,275,471.0,1891.0,1
210,275,647.0,3341.0,1
215,275,533.0,1872.0,1
220,275,472.0,1478.0,1
225,275,440.0,1207.0,1
230,275,1037.0,3428.0,1
235,275,735.0,2957.0,1
240,275,864.0,3152.0,1
245,275,1169.0,3599.0,1
250,275,771.0,3177.0,1
255,275,831.0,3357.0,1
260,275,178.0,317.0,0
265,275,190.0,298.0,0
270,275,184.0,366.0,1
275,275,167.0,267.0,0
280,275,152.0,214.0,0
285,275,550.0,1683.0,1
290,275,747.0,2005.0,1
295,275,1024.0,2005.0,1
300,275,1057.0,1925.0,0
10,280,765.0,2409.0,1
15,280,440.0,1401.0,1
20,280,907.0,3980.0,1
25,280,782.0,3701.0,1
30,280,764.0,2252.0,1
35,280,1106.0,3532.0,1
40,280,782.0,3341.0,1
45,280,684.0,2456.0,1
50,280,737.0,2968.0,1
55,280,663.0,2783.0,1
60,280,584.0,2054.0,1
65,280,497.0,1998.0,1
70,280,1260.0,2666.0,1
75,280,413.0,2168.0,1
80,280,535.0,2332.0,1
85,280,253.0,814.0,1
90,280,410.0,1380.0,1
95,280,576.0,2149.0,1
100,280,703.0,2840.0,1
105,280,709.0,2627.0,1
110,280,528.0,1633.0,1
115,280,739.0,2136.0,1
120,280,974.0,2625.0,1
125,280,600.0,2202.0,1
130,280,868.0,1197.0,0
135,280,543.0,1932.0,1
140,280,605.0,1307.0,1
145,280,629.0,1861.0,1
150,280,584.0,1655.0,1
155,280,528.0,1826.0,1
160,280,769.0,2647.0,1
165,280,954.0,2641.0,1
170,280,889.0,2512.0,1
175,280,778.0,2919.0,1
180,280,812.0,3128.0,1
185,280,748.0,2553.0,1
190,280,418.0,1081.0,1
195,280,535.0,1948.0,1
200,280,691.0,3094.0,1
205,280,789.0,3527.0,1
210,280,634.0,2635.0,1
215,280,304.0,767.0,1
220,280,724.0,2767.0,1
225,280,1028.0,3625.0,1
230,280,208.0,369.0,0
235,280,653.0,2894.0,1
240,280,424.0,1676.0,1
245,280,793.0,2851.0,1
250,280,890.0,3358.0,1
255,280,337.0,980.0,1
260,280,283.0,523.0,0
265,280,196.0,389.0,1
270,280,412.0,1144.0,1
275,280,465.0,1419.0,1
280,280,198.0,268.0,0
285,280,164.0,175.0,0
290,280,361.0,750.0,1
295,280,687.0,1086.0,0
300,280,1542.0,2087.0,0
10,285,384.0,1362.0,1
15,285,840.0,3890.0,1
20,285,802.0,3853.0,1
25,285,725.0,2949.0,1
30,285,801.0,3157.0,1
35,285,440.0,1460.0,1
40,285,759.0,3016.0,1
45,285,1112.0,3742.0,1
50,285,777.0,3789.0,1
55,285,755.0,3317.0,1
60,285,427.0,1326.0,1
65,285,476.0,1538.0,1
70,285,568.0,2411.0,1
75,285,683.0,2807.0,1
80,285,570.0,2436.0,1
85,285,459.0,1957.0,1
90,285,596.0,1991.0,1
95,285,455.0,1469.0,1
100,285,361.0,883.0,1
105,285,335.0,942.0,1
110,285,426.0,1389.0,1
115,285,625.0,2092.0,1
120,285,792.0,2848.0,1
125,285,640.0,2321.0,1
130,285,295.0,920.0,1
135,285,667.0,2631.0,1
140,285,689.0,2460.0,1
145,285,725.0,2325.0,1
150,285,578.0,1980.0,1
155,285,803.0,2662.0,1
160,285,818.0,3033.0,1
165,285,865.0,2792.0,1
170,285,910.0,3194.0,1
175,285,1338.0,3552.0,1
180,285,650.0,2312.0,1
185,285,841.0,3081.0,1
190,285,1680.0,3374.0,1
195,285,863.0,3312.0,1
200,285,969.0,4268.0,1
205,285,729.0,3561.0,1
210,285,759.0,3670.0,1
215,285,426.0,1868.0,1
220,285,194.0,456.0,1
225,285,237.0,591.0,1
230,285,190.0,305.0,0
235,285,178.0,305.0,0
240,285,196.0,410.0,1
245,285,721.0,2860.0,1
250,285,407.0,1262.0,1
255,285,689.0,2240.0,1
260,285,800.0,2492.0,1
265,285,869.0,2539.0,1
270,285,500.0,1511.0,1
275,285,347.0,1028.0,1
280,285,624.0,1635.0,1
285,285,979.0,2517.0,1
290,285,252.0,265.0,0
295,285,296.0,313.0,0
300,285,2648.0,2983.0,0
